measure,sex,age group,age units,disease,aliases,prevalence
Prevalence,Female,1-5 months,M,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Female,6-11 months,M,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Female,12-23 months,M,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Female,2-4 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Female,5-9 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Female,10-14 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.28%
Prevalence,Female,15-19 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",2.81%
Prevalence,Female,20-24 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",2.56%
Prevalence,Female,25-29 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",1.45%
Prevalence,Female,30-34 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.86%
Prevalence,Female,35-39 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.62%
Prevalence,Female,40-44 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.48%
Prevalence,Female,45-49 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.36%
Prevalence,Female,50-54 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.29%
Prevalence,Female,55-59 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.21%
Prevalence,Female,60-64 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.14%
Prevalence,Female,65-69 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.09%
Prevalence,Female,70-74 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.06%
Prevalence,Female,75-79 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.04%
Prevalence,Female,80-84 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.03%
Prevalence,Female,85-89 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.02%
Prevalence,Female,90-94 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.01%
Prevalence,Female,95+ years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.01%
Prevalence,Male,0-6 days,D,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Male,7-27 days,D,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Male,1-5 months,M,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Male,6-11 months,M,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Male,12-23 months,M,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Male,2-4 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Male,5-9 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.00%
Prevalence,Male,10-14 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.39%
Prevalence,Male,15-19 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",4.11%
Prevalence,Male,20-24 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",4.32%
Prevalence,Male,25-29 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",2.60%
Prevalence,Male,30-34 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",1.62%
Prevalence,Male,35-39 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",1.15%
Prevalence,Male,40-44 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.84%
Prevalence,Male,45-49 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.64%
Prevalence,Male,50-54 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.50%
Prevalence,Male,55-59 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.36%
Prevalence,Male,60-64 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.24%
Prevalence,Male,65-69 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.17%
Prevalence,Male,70-74 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.12%
Prevalence,Male,75-79 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.09%
Prevalence,Male,80-84 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.07%
Prevalence,Male,85-89 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.05%
Prevalence,Male,90-94 years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.04%
Prevalence,Male,95+ years,Y,Cannabis use disorders,"Cannabis abuse, cannabis dependence, marijuana addiction",0.03%
Prevalence,Female,0-6 days,D,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,7-27 days,D,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,1-5 months,M,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,6-11 months,M,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,12-23 months,M,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,2-4 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,5-9 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,10-14 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,15-19 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.01%
Prevalence,Female,20-24 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.04%
Prevalence,Female,25-29 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.12%
Prevalence,Female,30-34 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.19%
Prevalence,Female,35-39 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.24%
Prevalence,Female,40-44 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.27%
Prevalence,Female,45-49 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.26%
Prevalence,Female,50-54 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.22%
Prevalence,Female,55-59 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.11%
Prevalence,Female,60-64 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.02%
Prevalence,Female,65-69 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.01%
Prevalence,Female,70-74 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.01%
Prevalence,Female,75-79 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,80-84 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,85-89 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,90-94 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,95+ years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.01%
Prevalence,Male,0-6 days,D,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,7-27 days,D,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,1-5 months,M,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,6-11 months,M,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,12-23 months,M,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,2-4 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,5-9 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,10-14 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,15-19 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.01%
Prevalence,Male,20-24 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.05%
Prevalence,Male,25-29 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.12%
Prevalence,Male,30-34 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.17%
Prevalence,Male,35-39 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.18%
Prevalence,Male,40-44 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.18%
Prevalence,Male,45-49 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.16%
Prevalence,Male,50-54 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.13%
Prevalence,Male,55-59 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.07%
Prevalence,Male,60-64 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.02%
Prevalence,Male,65-69 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.01%
Prevalence,Male,70-74 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,75-79 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,80-84 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,85-89 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,90-94 years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Male,95+ years,Y,Other drug use disorders,"Drug abuse, drug dependence",0.00%
Prevalence,Female,0-6 days,D,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Female,7-27 days,D,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Female,1-5 months,M,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Female,6-11 months,M,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Female,12-23 months,M,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Female,2-4 years,Y,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Female,5-9 years,Y,Major depressive disorder,"Major depression, clinical depression",0.26%
Prevalence,Female,10-14 years,Y,Major depressive disorder,"Major depression, clinical depression",5.85%
Prevalence,Female,15-19 years,Y,Major depressive disorder,"Major depression, clinical depression",11.64%
Prevalence,Female,20-24 years,Y,Major depressive disorder,"Major depression, clinical depression",10.10%
Prevalence,Female,25-29 years,Y,Major depressive disorder,"Major depression, clinical depression",8.61%
Prevalence,Female,30-34 years,Y,Major depressive disorder,"Major depression, clinical depression",7.84%
Prevalence,Female,35-39 years,Y,Major depressive disorder,"Major depression, clinical depression",8.13%
Prevalence,Female,40-44 years,Y,Major depressive disorder,"Major depression, clinical depression",7.96%
Prevalence,Female,45-49 years,Y,Major depressive disorder,"Major depression, clinical depression",6.98%
Prevalence,Female,50-54 years,Y,Major depressive disorder,"Major depression, clinical depression",5.98%
Prevalence,Female,55-59 years,Y,Major depressive disorder,"Major depression, clinical depression",5.03%
Prevalence,Female,60-64 years,Y,Major depressive disorder,"Major depression, clinical depression",4.27%
Prevalence,Female,65-69 years,Y,Major depressive disorder,"Major depression, clinical depression",3.83%
Prevalence,Female,70-74 years,Y,Major depressive disorder,"Major depression, clinical depression",3.41%
Prevalence,Female,75-79 years,Y,Major depressive disorder,"Major depression, clinical depression",3.00%
Prevalence,Female,80-84 years,Y,Major depressive disorder,"Major depression, clinical depression",2.82%
Prevalence,Female,85-89 years,Y,Major depressive disorder,"Major depression, clinical depression",2.97%
Prevalence,Female,90-94 years,Y,Major depressive disorder,"Major depression, clinical depression",3.12%
Prevalence,Female,95+ years,Y,Major depressive disorder,"Major depression, clinical depression",3.25%
Prevalence,Male,0-6 days,D,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Male,7-27 days,D,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Male,1-5 months,M,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Male,6-11 months,M,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Male,12-23 months,M,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Male,2-4 years,Y,Major depressive disorder,"Major depression, clinical depression",0.00%
Prevalence,Male,5-9 years,Y,Major depressive disorder,"Major depression, clinical depression",0.15%
Prevalence,Male,10-14 years,Y,Major depressive disorder,"Major depression, clinical depression",2.29%
Prevalence,Male,15-19 years,Y,Major depressive disorder,"Major depression, clinical depression",5.38%
Prevalence,Male,20-24 years,Y,Major depressive disorder,"Major depression, clinical depression",6.03%
Prevalence,Male,25-29 years,Y,Major depressive disorder,"Major depression, clinical depression",5.27%
Prevalence,Male,30-34 years,Y,Major depressive disorder,"Major depression, clinical depression",4.73%
Prevalence,Male,35-39 years,Y,Major depressive disorder,"Major depression, clinical depression",4.55%
Prevalence,Male,40-44 years,Y,Major depressive disorder,"Major depression, clinical depression",4.24%
Prevalence,Male,45-49 years,Y,Major depressive disorder,"Major depression, clinical depression",3.72%
Prevalence,Male,50-54 years,Y,Major depressive disorder,"Major depression, clinical depression",3.21%
Prevalence,Male,55-59 years,Y,Major depressive disorder,"Major depression, clinical depression",2.72%
Prevalence,Male,60-64 years,Y,Major depressive disorder,"Major depression, clinical depression",2.38%
Prevalence,Male,65-69 years,Y,Major depressive disorder,"Major depression, clinical depression",2.24%
Prevalence,Male,70-74 years,Y,Major depressive disorder,"Major depression, clinical depression",2.12%
Prevalence,Male,75-79 years,Y,Major depressive disorder,"Major depression, clinical depression",2.00%
Prevalence,Male,80-84 years,Y,Major depressive disorder,"Major depression, clinical depression",1.92%
Prevalence,Male,85-89 years,Y,Major depressive disorder,"Major depression, clinical depression",1.92%
Prevalence,Male,90-94 years,Y,Major depressive disorder,"Major depression, clinical depression",1.91%
Prevalence,Male,95+ years,Y,Major depressive disorder,"Major depression, clinical depression",1.89%
Prevalence,Female,0-6 days,D,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Female,7-27 days,D,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Female,1-5 months,M,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Female,6-11 months,M,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Female,12-23 months,M,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Female,2-4 years,Y,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Female,5-9 years,Y,Dysthymia,Persistent depressive disorder,0.04%
Prevalence,Female,10-14 years,Y,Dysthymia,Persistent depressive disorder,0.33%
Prevalence,Female,15-19 years,Y,Dysthymia,Persistent depressive disorder,1.01%
Prevalence,Female,20-24 years,Y,Dysthymia,Persistent depressive disorder,1.69%
Prevalence,Female,25-29 years,Y,Dysthymia,Persistent depressive disorder,2.10%
Prevalence,Female,30-34 years,Y,Dysthymia,Persistent depressive disorder,2.36%
Prevalence,Female,35-39 years,Y,Dysthymia,Persistent depressive disorder,2.54%
Prevalence,Female,40-44 years,Y,Dysthymia,Persistent depressive disorder,2.64%
Prevalence,Female,45-49 years,Y,Dysthymia,Persistent depressive disorder,2.53%
Prevalence,Female,50-54 years,Y,Dysthymia,Persistent depressive disorder,2.30%
Prevalence,Female,55-59 years,Y,Dysthymia,Persistent depressive disorder,2.01%
Prevalence,Female,60-64 years,Y,Dysthymia,Persistent depressive disorder,1.71%
Prevalence,Female,65-69 years,Y,Dysthymia,Persistent depressive disorder,1.48%
Prevalence,Female,70-74 years,Y,Dysthymia,Persistent depressive disorder,1.28%
Prevalence,Female,75-79 years,Y,Dysthymia,Persistent depressive disorder,1.11%
Prevalence,Female,80-84 years,Y,Dysthymia,Persistent depressive disorder,0.98%
Prevalence,Female,85-89 years,Y,Dysthymia,Persistent depressive disorder,0.98%
Prevalence,Female,90-94 years,Y,Dysthymia,Persistent depressive disorder,1.05%
Prevalence,Female,95+ years,Y,Dysthymia,Persistent depressive disorder,1.17%
Prevalence,Male,0-6 days,D,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Male,7-27 days,D,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Male,1-5 months,M,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Male,6-11 months,M,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Male,12-23 months,M,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Male,2-4 years,Y,Dysthymia,Persistent depressive disorder,0.00%
Prevalence,Male,5-9 years,Y,Dysthymia,Persistent depressive disorder,0.03%
Prevalence,Male,10-14 years,Y,Dysthymia,Persistent depressive disorder,0.22%
Prevalence,Male,15-19 years,Y,Dysthymia,Persistent depressive disorder,0.64%
Prevalence,Male,20-24 years,Y,Dysthymia,Persistent depressive disorder,1.09%
Prevalence,Male,25-29 years,Y,Dysthymia,Persistent depressive disorder,1.38%
Prevalence,Male,30-34 years,Y,Dysthymia,Persistent depressive disorder,1.55%
Prevalence,Male,35-39 years,Y,Dysthymia,Persistent depressive disorder,1.67%
Prevalence,Male,40-44 years,Y,Dysthymia,Persistent depressive disorder,1.74%
Prevalence,Male,45-49 years,Y,Dysthymia,Persistent depressive disorder,1.65%
Prevalence,Male,50-54 years,Y,Dysthymia,Persistent depressive disorder,1.47%
Prevalence,Male,55-59 years,Y,Dysthymia,Persistent depressive disorder,1.26%
Prevalence,Male,60-64 years,Y,Dysthymia,Persistent depressive disorder,1.06%
Prevalence,Male,65-69 years,Y,Dysthymia,Persistent depressive disorder,0.94%
Prevalence,Male,70-74 years,Y,Dysthymia,Persistent depressive disorder,0.87%
Prevalence,Male,75-79 years,Y,Dysthymia,Persistent depressive disorder,0.83%
Prevalence,Male,80-84 years,Y,Dysthymia,Persistent depressive disorder,0.82%
Prevalence,Male,85-89 years,Y,Dysthymia,Persistent depressive disorder,0.90%
Prevalence,Male,90-94 years,Y,Dysthymia,Persistent depressive disorder,1.04%
Prevalence,Male,95+ years,Y,Dysthymia,Persistent depressive disorder,1.22%
Prevalence,Female,0-6 days,D,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Female,7-27 days,D,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Female,1-5 months,M,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Female,6-11 months,M,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Female,12-23 months,M,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Female,2-4 years,Y,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Female,5-9 years,Y,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Female,10-14 years,Y,Bipolar disorder,Manic-depressive disorder,0.22%
Prevalence,Female,15-19 years,Y,Bipolar disorder,Manic-depressive disorder,0.94%
Prevalence,Female,20-24 years,Y,Bipolar disorder,Manic-depressive disorder,0.99%
Prevalence,Female,25-29 years,Y,Bipolar disorder,Manic-depressive disorder,0.89%
Prevalence,Female,30-34 years,Y,Bipolar disorder,Manic-depressive disorder,0.86%
Prevalence,Female,35-39 years,Y,Bipolar disorder,Manic-depressive disorder,0.86%
Prevalence,Female,40-44 years,Y,Bipolar disorder,Manic-depressive disorder,0.89%
Prevalence,Female,45-49 years,Y,Bipolar disorder,Manic-depressive disorder,0.89%
Prevalence,Female,50-54 years,Y,Bipolar disorder,Manic-depressive disorder,0.86%
Prevalence,Female,55-59 years,Y,Bipolar disorder,Manic-depressive disorder,0.82%
Prevalence,Female,60-64 years,Y,Bipolar disorder,Manic-depressive disorder,0.76%
Prevalence,Female,65-69 years,Y,Bipolar disorder,Manic-depressive disorder,0.69%
Prevalence,Female,70-74 years,Y,Bipolar disorder,Manic-depressive disorder,0.60%
Prevalence,Female,75-79 years,Y,Bipolar disorder,Manic-depressive disorder,0.50%
Prevalence,Female,80-84 years,Y,Bipolar disorder,Manic-depressive disorder,0.41%
Prevalence,Female,85-89 years,Y,Bipolar disorder,Manic-depressive disorder,0.33%
Prevalence,Female,90-94 years,Y,Bipolar disorder,Manic-depressive disorder,0.27%
Prevalence,Female,95+ years,Y,Bipolar disorder,Manic-depressive disorder,0.22%
Prevalence,Male,0-6 days,D,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Male,7-27 days,D,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Male,1-5 months,M,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Male,6-11 months,M,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Male,12-23 months,M,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Male,2-4 years,Y,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Male,5-9 years,Y,Bipolar disorder,Manic-depressive disorder,0.00%
Prevalence,Male,10-14 years,Y,Bipolar disorder,Manic-depressive disorder,0.30%
Prevalence,Male,15-19 years,Y,Bipolar disorder,Manic-depressive disorder,1.23%
Prevalence,Male,20-24 years,Y,Bipolar disorder,Manic-depressive disorder,1.18%
Prevalence,Male,25-29 years,Y,Bipolar disorder,Manic-depressive disorder,0.93%
Prevalence,Male,30-34 years,Y,Bipolar disorder,Manic-depressive disorder,0.76%
Prevalence,Male,35-39 years,Y,Bipolar disorder,Manic-depressive disorder,0.70%
Prevalence,Male,40-44 years,Y,Bipolar disorder,Manic-depressive disorder,0.72%
Prevalence,Male,45-49 years,Y,Bipolar disorder,Manic-depressive disorder,0.73%
Prevalence,Male,50-54 years,Y,Bipolar disorder,Manic-depressive disorder,0.73%
Prevalence,Male,55-59 years,Y,Bipolar disorder,Manic-depressive disorder,0.72%
Prevalence,Male,60-64 years,Y,Bipolar disorder,Manic-depressive disorder,0.71%
Prevalence,Male,65-69 years,Y,Bipolar disorder,Manic-depressive disorder,0.67%
Prevalence,Male,70-74 years,Y,Bipolar disorder,Manic-depressive disorder,0.60%
Prevalence,Male,75-79 years,Y,Bipolar disorder,Manic-depressive disorder,0.50%
Prevalence,Male,80-84 years,Y,Bipolar disorder,Manic-depressive disorder,0.40%
Prevalence,Male,85-89 years,Y,Bipolar disorder,Manic-depressive disorder,0.32%
Prevalence,Male,90-94 years,Y,Bipolar disorder,Manic-depressive disorder,0.25%
Prevalence,Male,95+ years,Y,Bipolar disorder,Manic-depressive disorder,0.19%
Prevalence,Female,0-6 days,D,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Female,7-27 days,D,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Female,1-5 months,M,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Female,6-11 months,M,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Female,12-23 months,M,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.00%
Prevalence,Female,2-4 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",0.28%
Prevalence,Female,5-9 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",2.38%
Prevalence,Female,10-14 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",5.90%
Prevalence,Female,15-19 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",9.32%
Prevalence,Female,20-24 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",12.36%
Prevalence,Female,25-29 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",13.67%
Prevalence,Female,30-34 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",13.86%
Prevalence,Female,35-39 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",13.52%
Prevalence,Female,40-44 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",12.93%
Prevalence,Female,45-49 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",12.17%
Prevalence,Female,50-54 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",11.25%
Prevalence,Female,55-59 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",10.22%
Prevalence,Female,60-64 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",9.17%
Prevalence,Female,65-69 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",8.29%
Prevalence,Female,70-74 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",7.53%
Prevalence,Female,75-79 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",6.81%
Prevalence,Female,80-84 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",6.10%
Prevalence,Female,85-89 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",5.32%
Prevalence,Female,90-94 years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",4.47%
Prevalence,Female,95+ years,Y,Anxiety disorders,"Generalized anxiety disorder (GAD), panic disorder, social anxiety disorder, obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD)",3.60%
