measure,sex,age id,age group,disease id,disease,percent
Prevalence,Female,18,60-64 years,544,Parkinson's disease,0.001561999
Prevalence,Female,19,65-69 years,544,Parkinson's disease,0.003396995
Prevalence,Female,20,70-74 years,544,Parkinson's disease,0.006347247
Prevalence,Female,21,75-79 years,544,Parkinson's disease,0.010289322
Prevalence,Female,30,80-84 years,544,Parkinson's disease,0.014013676
Prevalence,Female,31,85-89 years,544,Parkinson's disease,0.01460814
Prevalence,Female,32,90-94 years,544,Parkinson's disease,0.012408137
Prevalence,Female,235,95+ years,544,Parkinson's disease,0.009183536
Prevalence,Male,1,0-6 days,544,Parkinson's disease,0
Prevalence,Male,2,7-27 days,544,Parkinson's disease,0
Prevalence,Male,3,1-5 months,544,Parkinson's disease,0
Prevalence,Male,4,6-11 months,544,Parkinson's disease,0
Prevalence,Male,5,12-23 months,544,Parkinson's disease,0
Prevalence,Male,6,2-4 years,544,Parkinson's disease,0
Prevalence,Male,7,5-9 years,544,Parkinson's disease,0
Prevalence,Male,8,10-14 years,544,Parkinson's disease,0
Prevalence,Male,9,15-19 years,544,Parkinson's disease,0
Prevalence,Male,10,20-24 years,544,Parkinson's disease,1.22E-06
Prevalence,Male,11,25-29 years,544,Parkinson's disease,8.29E-06
Prevalence,Male,12,30-34 years,544,Parkinson's disease,2.43E-05
Prevalence,Male,13,35-39 years,544,Parkinson's disease,5.74E-05
Prevalence,Male,14,40-44 years,544,Parkinson's disease,0.000130485
Prevalence,Male,15,45-49 years,544,Parkinson's disease,0.000323034
Prevalence,Male,16,50-54 years,544,Parkinson's disease,0.000701122
Prevalence,Male,17,55-59 years,544,Parkinson's disease,0.001480893
Prevalence,Male,18,60-64 years,544,Parkinson's disease,0.003009394
Prevalence,Male,19,65-69 years,544,Parkinson's disease,0.006345966
Prevalence,Male,20,70-74 years,544,Parkinson's disease,0.011626655
Prevalence,Male,21,75-79 years,544,Parkinson's disease,0.01872876
Prevalence,Male,30,80-84 years,544,Parkinson's disease,0.025233554
Prevalence,Male,31,85-89 years,544,Parkinson's disease,0.026075894
Prevalence,Male,32,90-94 years,544,Parkinson's disease,0.02218224
Prevalence,Male,235,95+ years,544,Parkinson's disease,0.016363044
Prevalence,Female,1,0-6 days,545,Idiopathic epilepsy,0.002968737
Prevalence,Female,2,7-27 days,545,Idiopathic epilepsy,0.002897823
Prevalence,Female,3,1-5 months,545,Idiopathic epilepsy,0.003336176
Prevalence,Female,4,6-11 months,545,Idiopathic epilepsy,0.003669847
Prevalence,Female,5,12-23 months,545,Idiopathic epilepsy,0.003953808
Prevalence,Female,6,2-4 years,545,Idiopathic epilepsy,0.003671542
Prevalence,Female,7,5-9 years,545,Idiopathic epilepsy,0.003901706
Prevalence,Female,8,10-14 years,545,Idiopathic epilepsy,0.003652657
Prevalence,Female,9,15-19 years,545,Idiopathic epilepsy,0.003476401
Prevalence,Female,10,20-24 years,545,Idiopathic epilepsy,0.003470917
Prevalence,Female,11,25-29 years,545,Idiopathic epilepsy,0.003384938
Prevalence,Female,12,30-34 years,545,Idiopathic epilepsy,0.003238549
Prevalence,Female,13,35-39 years,545,Idiopathic epilepsy,0.003103607
Prevalence,Female,14,40-44 years,545,Idiopathic epilepsy,0.00299252
Prevalence,Female,15,45-49 years,545,Idiopathic epilepsy,0.002896065
Prevalence,Female,16,50-54 years,545,Idiopathic epilepsy,0.00287493
Prevalence,Female,17,55-59 years,545,Idiopathic epilepsy,0.003094765
Prevalence,Female,18,60-64 years,545,Idiopathic epilepsy,0.003579582
Prevalence,Female,19,65-69 years,545,Idiopathic epilepsy,0.004153252
Prevalence,Female,20,70-74 years,545,Idiopathic epilepsy,0.004711743
Prevalence,Female,21,75-79 years,545,Idiopathic epilepsy,0.005378478
Prevalence,Female,30,80-84 years,545,Idiopathic epilepsy,0.006209072
Prevalence,Female,31,85-89 years,545,Idiopathic epilepsy,0.007363263
Prevalence,Female,32,90-94 years,545,Idiopathic epilepsy,0.009058037
Prevalence,Female,235,95+ years,545,Idiopathic epilepsy,0.01202506
Prevalence,Male,1,0-6 days,545,Idiopathic epilepsy,0.004066665
Prevalence,Male,2,7-27 days,545,Idiopathic epilepsy,0.00345207
Prevalence,Male,3,1-5 months,545,Idiopathic epilepsy,0.00404738
Prevalence,Male,4,6-11 months,545,Idiopathic epilepsy,0.004314275
Prevalence,Male,5,12-23 months,545,Idiopathic epilepsy,0.004430536
Prevalence,Male,6,2-4 years,545,Idiopathic epilepsy,0.003785754
Prevalence,Male,7,5-9 years,545,Idiopathic epilepsy,0.004128209
Prevalence,Male,8,10-14 years,545,Idiopathic epilepsy,0.004209759
Prevalence,Male,9,15-19 years,545,Idiopathic epilepsy,0.004022212
Prevalence,Male,10,20-24 years,545,Idiopathic epilepsy,0.003998287
Prevalence,Male,11,25-29 years,545,Idiopathic epilepsy,0.003806582
Prevalence,Male,12,30-34 years,545,Idiopathic epilepsy,0.003506262
Prevalence,Male,13,35-39 years,545,Idiopathic epilepsy,0.003258002
Prevalence,Male,14,40-44 years,545,Idiopathic epilepsy,0.00307189
Prevalence,Male,15,45-49 years,545,Idiopathic epilepsy,0.002953276
Prevalence,Male,16,50-54 years,545,Idiopathic epilepsy,0.002951034
Prevalence,Male,17,55-59 years,545,Idiopathic epilepsy,0.003220732
Prevalence,Male,18,60-64 years,545,Idiopathic epilepsy,0.003796069
Prevalence,Male,19,65-69 years,545,Idiopathic epilepsy,0.00449538
Prevalence,Male,20,70-74 years,545,Idiopathic epilepsy,0.005213834
Prevalence,Male,21,75-79 years,545,Idiopathic epilepsy,0.006091362
Prevalence,Male,30,80-84 years,545,Idiopathic epilepsy,0.007143061
Prevalence,Male,31,85-89 years,545,Idiopathic epilepsy,0.008382184
Prevalence,Male,32,90-94 years,545,Idiopathic epilepsy,0.009905825
Prevalence,Male,235,95+ years,545,Idiopathic epilepsy,0.012033933
Prevalence,Female,1,0-6 days,546,Multiple sclerosis,0
Prevalence,Female,2,7-27 days,546,Multiple sclerosis,0
Prevalence,Female,3,1-5 months,546,Multiple sclerosis,0
Prevalence,Female,4,6-11 months,546,Multiple sclerosis,0
Prevalence,Female,5,12-23 months,546,Multiple sclerosis,0
Prevalence,Female,6,2-4 years,546,Multiple sclerosis,0
Prevalence,Female,7,5-9 years,546,Multiple sclerosis,3.65E-06
Prevalence,Female,8,10-14 years,546,Multiple sclerosis,3.44E-05
Prevalence,Female,9,15-19 years,546,Multiple sclerosis,0.000168905
Prevalence,Female,10,20-24 years,546,Multiple sclerosis,0.000568044
Prevalence,Female,11,25-29 years,546,Multiple sclerosis,0.001262474
Prevalence,Female,12,30-34 years,546,Multiple sclerosis,0.002038455
Prevalence,Female,13,35-39 years,546,Multiple sclerosis,0.002627418
Prevalence,Female,14,40-44 years,546,Multiple sclerosis,0.002924713
Prevalence,Female,15,45-49 years,546,Multiple sclerosis,0.003033227
Prevalence,Female,16,50-54 years,546,Multiple sclerosis,0.003034093
Prevalence,Female,17,55-59 years,546,Multiple sclerosis,0.002959343
Prevalence,Female,18,60-64 years,546,Multiple sclerosis,0.002826811
Prevalence,Female,19,65-69 years,546,Multiple sclerosis,0.002615565
Prevalence,Female,20,70-74 years,546,Multiple sclerosis,0.00235455
Prevalence,Female,21,75-79 years,546,Multiple sclerosis,0.002097716
Prevalence,Female,30,80-84 years,546,Multiple sclerosis,0.001860548
Prevalence,Female,31,85-89 years,546,Multiple sclerosis,0.001646437
Prevalence,Female,32,90-94 years,546,Multiple sclerosis,0.001454139
Prevalence,Female,235,95+ years,546,Multiple sclerosis,0.001283411
Prevalence,Male,1,0-6 days,546,Multiple sclerosis,0
Prevalence,Male,2,7-27 days,546,Multiple sclerosis,0
Prevalence,Male,3,1-5 months,546,Multiple sclerosis,0
Prevalence,Male,4,6-11 months,546,Multiple sclerosis,0
Prevalence,Male,5,12-23 months,546,Multiple sclerosis,0
Prevalence,Male,6,2-4 years,546,Multiple sclerosis,0
Prevalence,Male,7,5-9 years,546,Multiple sclerosis,2.83E-06
Prevalence,Male,8,10-14 years,546,Multiple sclerosis,2.29E-05
Prevalence,Male,9,15-19 years,546,Multiple sclerosis,8.28E-05
Prevalence,Male,10,20-24 years,546,Multiple sclerosis,0.000224445
Prevalence,Male,11,25-29 years,546,Multiple sclerosis,0.00046441
Prevalence,Male,12,30-34 years,546,Multiple sclerosis,0.000760463
Prevalence,Male,13,35-39 years,546,Multiple sclerosis,0.001004632
Prevalence,Male,14,40-44 years,546,Multiple sclerosis,0.001162837
Prevalence,Male,15,45-49 years,546,Multiple sclerosis,0.001265292
Prevalence,Male,16,50-54 years,546,Multiple sclerosis,0.001325666
Prevalence,Male,17,55-59 years,546,Multiple sclerosis,0.001315742
Prevalence,Male,18,60-64 years,546,Multiple sclerosis,0.00124261
Prevalence,Male,19,65-69 years,546,Multiple sclerosis,0.001127243
Prevalence,Male,20,70-74 years,546,Multiple sclerosis,0.000988799
Prevalence,Male,21,75-79 years,546,Multiple sclerosis,0.000853157
Prevalence,Male,30,80-84 years,546,Multiple sclerosis,0.000728601
Prevalence,Male,31,85-89 years,546,Multiple sclerosis,0.000617524
Prevalence,Male,32,90-94 years,546,Multiple sclerosis,0.000520226
Prevalence,Male,235,95+ years,546,Multiple sclerosis,0.000436395
Prevalence,Female,1,0-6 days,547,Migraine,0
Prevalence,Female,2,7-27 days,547,Migraine,0
Prevalence,Female,3,1-5 months,547,Migraine,0
Prevalence,Female,4,6-11 months,547,Migraine,0
Prevalence,Female,5,12-23 months,547,Migraine,0
Prevalence,Female,6,2-4 years,547,Migraine,0
Prevalence,Female,7,5-9 years,547,Migraine,0.038916227
Prevalence,Female,8,10-14 years,547,Migraine,0.180403118
Prevalence,Female,9,15-19 years,547,Migraine,0.293095284
Prevalence,Female,10,20-24 years,547,Migraine,0.346900268
Prevalence,Female,11,25-29 years,547,Migraine,0.362000037
Prevalence,Female,12,30-34 years,547,Migraine,0.362047506
Prevalence,Female,13,35-39 years,547,Migraine,0.36254316
Prevalence,Female,14,40-44 years,547,Migraine,0.359125192
Prevalence,Female,15,45-49 years,547,Migraine,0.324527324
Prevalence,Female,16,50-54 years,547,Migraine,0.285940424
Prevalence,Female,17,55-59 years,547,Migraine,0.24563656
Prevalence,Female,18,60-64 years,547,Migraine,0.205217072
Prevalence,Female,19,65-69 years,547,Migraine,0.164011317
Prevalence,Female,20,70-74 years,547,Migraine,0.128402533
Prevalence,Female,21,75-79 years,547,Migraine,0.103893727
Prevalence,Female,30,80-84 years,547,Migraine,0.089002087
Prevalence,Female,31,85-89 years,547,Migraine,0.077308002
Prevalence,Female,32,90-94 years,547,Migraine,0.061866105
Prevalence,Female,235,95+ years,547,Migraine,0.045508055
Prevalence,Male,1,0-6 days,547,Migraine,0
Prevalence,Male,2,7-27 days,547,Migraine,0
Prevalence,Male,3,1-5 months,547,Migraine,0
Prevalence,Male,4,6-11 months,547,Migraine,0
Prevalence,Male,5,12-23 months,547,Migraine,0
Prevalence,Male,6,2-4 years,547,Migraine,0
Prevalence,Male,7,5-9 years,547,Migraine,0.019975971
Prevalence,Male,8,10-14 years,547,Migraine,0.095391311
Prevalence,Male,9,15-19 years,547,Migraine,0.142469017
Prevalence,Male,10,20-24 years,547,Migraine,0.161769452
Prevalence,Male,11,25-29 years,547,Migraine,0.167440625
Prevalence,Male,12,30-34 years,547,Migraine,0.170202172
Prevalence,Male,13,35-39 years,547,Migraine,0.169935279
Prevalence,Male,14,40-44 years,547,Migraine,0.164077834
Prevalence,Male,15,45-49 years,547,Migraine,0.14573241
Prevalence,Male,16,50-54 years,547,Migraine,0.128286961
Prevalence,Male,17,55-59 years,547,Migraine,0.11020828
Prevalence,Male,18,60-64 years,547,Migraine,0.092412377
Prevalence,Male,19,65-69 years,547,Migraine,0.07509138
Prevalence,Male,20,70-74 years,547,Migraine,0.0603404
Prevalence,Male,21,75-79 years,547,Migraine,0.050493277
Prevalence,Male,30,80-84 years,547,Migraine,0.0447362
Prevalence,Male,31,85-89 years,547,Migraine,0.040007624
Prevalence,Male,32,90-94 years,547,Migraine,0.032858281
Prevalence,Male,235,95+ years,547,Migraine,0.024123124
Prevalence,Female,1,0-6 days,548,Tension-type headache,0
Prevalence,Female,2,7-27 days,548,Tension-type headache,0
Prevalence,Female,3,1-5 months,548,Tension-type headache,0
Prevalence,Female,4,6-11 months,548,Tension-type headache,0
Prevalence,Female,5,12-23 months,548,Tension-type headache,0
Prevalence,Female,6,2-4 years,548,Tension-type headache,0
Prevalence,Female,7,5-9 years,548,Tension-type headache,0.115977195
Prevalence,Female,8,10-14 years,548,Tension-type headache,0.37193619
Prevalence,Female,9,15-19 years,548,Tension-type headache,0.449547249
Prevalence,Female,10,20-24 years,548,Tension-type headache,0.469085111
Prevalence,Female,11,25-29 years,548,Tension-type headache,0.488923322
Prevalence,Female,12,30-34 years,548,Tension-type headache,0.513475991
Prevalence,Female,13,35-39 years,548,Tension-type headache,0.496768507
Prevalence,Female,14,40-44 years,548,Tension-type headache,0.488944462
Prevalence,Female,15,45-49 years,548,Tension-type headache,0.456802172
Prevalence,Female,16,50-54 years,548,Tension-type headache,0.43639071
Prevalence,Female,17,55-59 years,548,Tension-type headache,0.442136651
Prevalence,Female,18,60-64 years,548,Tension-type headache,0.372532215
Prevalence,Female,19,65-69 years,548,Tension-type headache,0.358487664
Prevalence,Female,20,70-74 years,548,Tension-type headache,0.36657957
Prevalence,Female,21,75-79 years,548,Tension-type headache,0.318271139
Prevalence,Female,30,80-84 years,548,Tension-type headache,0.309861349
Prevalence,Female,31,85-89 years,548,Tension-type headache,0.320414319
Prevalence,Female,32,90-94 years,548,Tension-type headache,0.302466493
Prevalence,Female,235,95+ years,548,Tension-type headache,0.351213713
Prevalence,Male,1,0-6 days,548,Tension-type headache,0
Prevalence,Male,2,7-27 days,548,Tension-type headache,0
Prevalence,Male,3,1-5 months,548,Tension-type headache,0
Prevalence,Male,4,6-11 months,548,Tension-type headache,0
Prevalence,Male,5,12-23 months,548,Tension-type headache,0
Prevalence,Male,6,2-4 years,548,Tension-type headache,0
Prevalence,Male,7,5-9 years,548,Tension-type headache,0.104749818
Prevalence,Male,8,10-14 years,548,Tension-type headache,0.358429635
Prevalence,Male,9,15-19 years,548,Tension-type headache,0.427574086
Prevalence,Male,10,20-24 years,548,Tension-type headache,0.441531488
Prevalence,Male,11,25-29 years,548,Tension-type headache,0.460752153
Prevalence,Male,12,30-34 years,548,Tension-type headache,0.488313413
Prevalence,Male,13,35-39 years,548,Tension-type headache,0.466519021
Prevalence,Male,14,40-44 years,548,Tension-type headache,0.454041006
Prevalence,Male,15,45-49 years,548,Tension-type headache,0.417128638
Prevalence,Male,16,50-54 years,548,Tension-type headache,0.390323066
Prevalence,Male,17,55-59 years,548,Tension-type headache,0.408354261
Prevalence,Male,18,60-64 years,548,Tension-type headache,0.339856918
Prevalence,Male,19,65-69 years,548,Tension-type headache,0.321378683
Prevalence,Male,20,70-74 years,548,Tension-type headache,0.315837715
Prevalence,Male,21,75-79 years,548,Tension-type headache,0.272513927
Prevalence,Male,30,80-84 years,548,Tension-type headache,0.267094784
Prevalence,Male,31,85-89 years,548,Tension-type headache,0.276616882
Prevalence,Male,32,90-94 years,548,Tension-type headache,0.271241293
Prevalence,Male,235,95+ years,548,Tension-type headache,0.333479641
Prevalence,Female,1,0-6 days,554,Motor neuron disease,6.60E-07
Prevalence,Female,2,7-27 days,554,Motor neuron disease,2.85E-06
Prevalence,Female,3,1-5 months,554,Motor neuron disease,1.21E-05
Prevalence,Female,4,6-11 months,554,Motor neuron disease,2.23E-05
Prevalence,Female,5,12-23 months,554,Motor neuron disease,3.75E-05
Prevalence,Female,6,2-4 years,554,Motor neuron disease,4.86E-05
Prevalence,Female,7,5-9 years,554,Motor neuron disease,5.39E-05
Prevalence,Female,8,10-14 years,554,Motor neuron disease,4.82E-05
Prevalence,Female,9,15-19 years,554,Motor neuron disease,4.42E-05
Prevalence,Female,10,20-24 years,554,Motor neuron disease,4.29E-05
Prevalence,Female,11,25-29 years,554,Motor neuron disease,4.16E-05
Prevalence,Female,12,30-34 years,554,Motor neuron disease,4.05E-05
Prevalence,Female,13,35-39 years,554,Motor neuron disease,4.22E-05
Prevalence,Female,14,40-44 years,554,Motor neuron disease,5.03E-05
Prevalence,Female,15,45-49 years,554,Motor neuron disease,6.44E-05
Prevalence,Female,16,50-54 years,554,Motor neuron disease,8.94E-05
Prevalence,Female,17,55-59 years,554,Motor neuron disease,0.000123213
Prevalence,Female,18,60-64 years,554,Motor neuron disease,0.000164596
Prevalence,Female,19,65-69 years,554,Motor neuron disease,0.000241171
Prevalence,Female,20,70-74 years,554,Motor neuron disease,0.000316132
Prevalence,Female,21,75-79 years,554,Motor neuron disease,0.000341395
Prevalence,Female,30,80-84 years,554,Motor neuron disease,0.000295656
Prevalence,Female,31,85-89 years,554,Motor neuron disease,0.000265749
Prevalence,Female,32,90-94 years,554,Motor neuron disease,0.000205661
Prevalence,Female,235,95+ years,554,Motor neuron disease,0.000193721
Prevalence,Male,1,0-6 days,554,Motor neuron disease,8.09E-07
Prevalence,Male,2,7-27 days,554,Motor neuron disease,2.91E-06
Prevalence,Male,3,1-5 months,554,Motor neuron disease,1.12E-05
Prevalence,Male,4,6-11 months,554,Motor neuron disease,2.04E-05
Prevalence,Male,5,12-23 months,554,Motor neuron disease,4.00E-05
Prevalence,Male,6,2-4 years,554,Motor neuron disease,5.49E-05
Prevalence,Male,7,5-9 years,554,Motor neuron disease,6.35E-05
Prevalence,Male,8,10-14 years,554,Motor neuron disease,6.05E-05
Prevalence,Male,9,15-19 years,554,Motor neuron disease,5.44E-05
Prevalence,Male,10,20-24 years,554,Motor neuron disease,5.14E-05
Prevalence,Male,11,25-29 years,554,Motor neuron disease,4.93E-05
Prevalence,Male,12,30-34 years,554,Motor neuron disease,4.85E-05
Prevalence,Male,13,35-39 years,554,Motor neuron disease,5.44E-05
Prevalence,Male,14,40-44 years,554,Motor neuron disease,7.71E-05
Prevalence,Male,15,45-49 years,554,Motor neuron disease,0.000109816
Prevalence,Male,16,50-54 years,554,Motor neuron disease,0.000142128
Prevalence,Male,17,55-59 years,554,Motor neuron disease,0.000187236
Prevalence,Male,18,60-64 years,554,Motor neuron disease,0.000260151
Prevalence,Male,19,65-69 years,554,Motor neuron disease,0.000357438
Prevalence,Male,20,70-74 years,554,Motor neuron disease,0.000451657
Prevalence,Male,21,75-79 years,554,Motor neuron disease,0.000495209
Prevalence,Male,30,80-84 years,554,Motor neuron disease,0.000446361
Prevalence,Male,31,85-89 years,554,Motor neuron disease,0.000380278
Prevalence,Male,32,90-94 years,554,Motor neuron disease,0.000308217
Prevalence,Male,235,95+ years,554,Motor neuron disease,0.00027987
Prevalence,Female,1,0-6 days,557,Other neurological disorders,1.45E-07
Prevalence,Female,2,7-27 days,557,Other neurological disorders,6.49E-07
Prevalence,Female,3,1-5 months,557,Other neurological disorders,3.06E-06
Prevalence,Female,4,6-11 months,557,Other neurological disorders,5.44E-06
Prevalence,Female,5,12-23 months,557,Other neurological disorders,6.23E-06
Prevalence,Female,6,2-4 years,557,Other neurological disorders,5.09E-06
Prevalence,Female,7,5-9 years,557,Other neurological disorders,5.06E-06
Prevalence,Female,8,10-14 years,557,Other neurological disorders,5.78E-06
Prevalence,Female,9,15-19 years,557,Other neurological disorders,7.97E-06
Prevalence,Female,10,20-24 years,557,Other neurological disorders,1.05E-05
Prevalence,Female,11,25-29 years,557,Other neurological disorders,1.24E-05
Prevalence,Female,12,30-34 years,557,Other neurological disorders,1.46E-05
Prevalence,Female,13,35-39 years,557,Other neurological disorders,1.67E-05
Prevalence,Female,14,40-44 years,557,Other neurological disorders,1.89E-05
Prevalence,Female,15,45-49 years,557,Other neurological disorders,2.06E-05
Prevalence,Female,16,50-54 years,557,Other neurological disorders,2.36E-05
Prevalence,Female,17,55-59 years,557,Other neurological disorders,2.79E-05
Prevalence,Female,18,60-64 years,557,Other neurological disorders,3.39E-05
Prevalence,Female,19,65-69 years,557,Other neurological disorders,4.09E-05
Prevalence,Female,20,70-74 years,557,Other neurological disorders,4.73E-05
Prevalence,Female,21,75-79 years,557,Other neurological disorders,5.16E-05
Prevalence,Female,30,80-84 years,557,Other neurological disorders,5.25E-05
Prevalence,Female,31,85-89 years,557,Other neurological disorders,4.66E-05
Prevalence,Female,32,90-94 years,557,Other neurological disorders,4.15E-05
Prevalence,Female,235,95+ years,557,Other neurological disorders,3.61E-05
Prevalence,Male,1,0-6 days,557,Other neurological disorders,2.29E-07
Prevalence,Male,2,7-27 days,557,Other neurological disorders,8.98E-07
Prevalence,Male,3,1-5 months,557,Other neurological disorders,4.37E-06
Prevalence,Male,4,6-11 months,557,Other neurological disorders,7.69E-06
Prevalence,Male,5,12-23 months,557,Other neurological disorders,8.51E-06
Prevalence,Male,6,2-4 years,557,Other neurological disorders,6.31E-06
Prevalence,Male,7,5-9 years,557,Other neurological disorders,5.98E-06
Prevalence,Male,8,10-14 years,557,Other neurological disorders,6.23E-06
Prevalence,Male,9,15-19 years,557,Other neurological disorders,6.95E-06
Prevalence,Male,10,20-24 years,557,Other neurological disorders,8.16E-06
Prevalence,Male,11,25-29 years,557,Other neurological disorders,9.23E-06
Prevalence,Male,12,30-34 years,557,Other neurological disorders,1.13E-05
Prevalence,Male,13,35-39 years,557,Other neurological disorders,1.44E-05
Prevalence,Male,14,40-44 years,557,Other neurological disorders,1.76E-05
Prevalence,Male,15,45-49 years,557,Other neurological disorders,2.03E-05
Prevalence,Male,16,50-54 years,557,Other neurological disorders,2.53E-05
Prevalence,Male,17,55-59 years,557,Other neurological disorders,3.29E-05
Prevalence,Male,18,60-64 years,557,Other neurological disorders,4.29E-05
Prevalence,Male,19,65-69 years,557,Other neurological disorders,5.43E-05
Prevalence,Male,20,70-74 years,557,Other neurological disorders,6.63E-05
Prevalence,Male,21,75-79 years,557,Other neurological disorders,7.80E-05
Prevalence,Male,30,80-84 years,557,Other neurological disorders,8.09E-05
Prevalence,Male,31,85-89 years,557,Other neurological disorders,6.79E-05
Prevalence,Male,32,90-94 years,557,Other neurological disorders,5.76E-05
Prevalence,Male,235,95+ years,557,Other neurological disorders,4.94E-05
Prevalence,Female,1,0-6 days,559,Schizophrenia,0
Prevalence,Female,2,7-27 days,559,Schizophrenia,0
Prevalence,Female,3,1-5 months,559,Schizophrenia,0
Prevalence,Female,4,6-11 months,559,Schizophrenia,0
Prevalence,Female,5,12-23 months,559,Schizophrenia,0
Prevalence,Female,6,2-4 years,559,Schizophrenia,0
Prevalence,Female,7,5-9 years,559,Schizophrenia,0
Prevalence,Female,8,10-14 years,559,Schizophrenia,7.49E-05
Prevalence,Female,9,15-19 years,559,Schizophrenia,0.000740701
Prevalence,Female,10,20-24 years,559,Schizophrenia,0.003299846
Prevalence,Female,11,25-29 years,559,Schizophrenia,0.00585275
Prevalence,Female,12,30-34 years,559,Schizophrenia,0.006972924
Prevalence,Female,13,35-39 years,559,Schizophrenia,0.007313476
Prevalence,Female,14,40-44 years,559,Schizophrenia,0.007192496
Prevalence,Female,15,45-49 years,559,Schizophrenia,0.006828488
Prevalence,Female,16,50-54 years,559,Schizophrenia,0.006293318
Prevalence,Female,17,55-59 years,559,Schizophrenia,0.005618655
Prevalence,Female,18,60-64 years,559,Schizophrenia,0.004849237
Prevalence,Female,19,65-69 years,559,Schizophrenia,0.004038464
Prevalence,Female,20,70-74 years,559,Schizophrenia,0.003242634
Prevalence,Female,21,75-79 years,559,Schizophrenia,0.002507702
Prevalence,Female,30,80-84 years,559,Schizophrenia,0.001871634
Prevalence,Female,31,85-89 years,559,Schizophrenia,0.001366693
Prevalence,Female,32,90-94 years,559,Schizophrenia,0.000981134
Prevalence,Female,235,95+ years,559,Schizophrenia,0.00069509
Prevalence,Male,1,0-6 days,559,Schizophrenia,0
Prevalence,Male,2,7-27 days,559,Schizophrenia,0
Prevalence,Male,3,1-5 months,559,Schizophrenia,0
Prevalence,Male,4,6-11 months,559,Schizophrenia,0
Prevalence,Male,5,12-23 months,559,Schizophrenia,0
Prevalence,Male,6,2-4 years,559,Schizophrenia,0
Prevalence,Male,7,5-9 years,559,Schizophrenia,0
Prevalence,Male,8,10-14 years,559,Schizophrenia,9.52E-05
Prevalence,Male,9,15-19 years,559,Schizophrenia,0.000872058
Prevalence,Male,10,20-24 years,559,Schizophrenia,0.003596509
Prevalence,Male,11,25-29 years,559,Schizophrenia,0.006082537
Prevalence,Male,12,30-34 years,559,Schizophrenia,0.007072998
Prevalence,Male,13,35-39 years,559,Schizophrenia,0.007303611
Prevalence,Male,14,40-44 years,559,Schizophrenia,0.007086783
Prevalence,Male,15,45-49 years,559,Schizophrenia,0.006642674
Prevalence,Male,16,50-54 years,559,Schizophrenia,0.006042817
Prevalence,Male,17,55-59 years,559,Schizophrenia,0.005323227
Prevalence,Male,18,60-64 years,559,Schizophrenia,0.004526691
Prevalence,Male,19,65-69 years,559,Schizophrenia,0.003694321
Prevalence,Male,20,70-74 years,559,Schizophrenia,0.00288765
Prevalence,Male,21,75-79 years,559,Schizophrenia,0.002158206
Prevalence,Male,30,80-84 years,559,Schizophrenia,0.001545205
Prevalence,Male,31,85-89 years,559,Schizophrenia,0.001078257
Prevalence,Male,32,90-94 years,559,Schizophrenia,0.000738005
Prevalence,Male,235,95+ years,559,Schizophrenia,0.000497544
Prevalence,Female,1,0-6 days,560,Alcohol use disorders,0.000497636
Prevalence,Female,2,7-27 days,560,Alcohol use disorders,0.000486431
Prevalence,Female,3,1-5 months,560,Alcohol use disorders,0.000528941
Prevalence,Female,4,6-11 months,560,Alcohol use disorders,0.000523073
Prevalence,Female,5,12-23 months,560,Alcohol use disorders,0.000519733
Prevalence,Female,6,2-4 years,560,Alcohol use disorders,0.000401766
Prevalence,Female,7,5-9 years,560,Alcohol use disorders,0.000392275
Prevalence,Female,8,10-14 years,560,Alcohol use disorders,0.001786135
Prevalence,Female,9,15-19 years,560,Alcohol use disorders,0.013857966
Prevalence,Female,10,20-24 years,560,Alcohol use disorders,0.033135489
Prevalence,Female,11,25-29 years,560,Alcohol use disorders,0.03435534
Prevalence,Female,12,30-34 years,560,Alcohol use disorders,0.030298591
Prevalence,Female,13,35-39 years,560,Alcohol use disorders,0.026006728
Prevalence,Female,14,40-44 years,560,Alcohol use disorders,0.022421484
Prevalence,Female,15,45-49 years,560,Alcohol use disorders,0.021232024
Prevalence,Female,16,50-54 years,560,Alcohol use disorders,0.019937586
Prevalence,Female,17,55-59 years,560,Alcohol use disorders,0.017037727
Prevalence,Female,18,60-64 years,560,Alcohol use disorders,0.013934306
Prevalence,Female,19,65-69 years,560,Alcohol use disorders,0.011551722
Prevalence,Female,20,70-74 years,560,Alcohol use disorders,0.009680213
Prevalence,Female,21,75-79 years,560,Alcohol use disorders,0.009150546
Prevalence,Female,30,80-84 years,560,Alcohol use disorders,0.009490123
Prevalence,Female,31,85-89 years,560,Alcohol use disorders,0.011404838
Prevalence,Female,32,90-94 years,560,Alcohol use disorders,0.014386439
Prevalence,Female,235,95+ years,560,Alcohol use disorders,0.018684197
Prevalence,Male,1,0-6 days,560,Alcohol use disorders,0.000815252
Prevalence,Male,2,7-27 days,560,Alcohol use disorders,0.000691001
Prevalence,Male,3,1-5 months,560,Alcohol use disorders,0.000776048
Prevalence,Male,4,6-11 months,560,Alcohol use disorders,0.000762306
Prevalence,Male,5,12-23 months,560,Alcohol use disorders,0.000757768
Prevalence,Male,6,2-4 years,560,Alcohol use disorders,0.000549153
Prevalence,Male,7,5-9 years,560,Alcohol use disorders,0.000547045
Prevalence,Male,8,10-14 years,560,Alcohol use disorders,0.002020843
Prevalence,Male,9,15-19 years,560,Alcohol use disorders,0.017796232
